t,u[0],u[1],u[2]
3.375,-6.80363,-5.43896,26.0959
3.38,-6.7354,-5.44252,25.933
3.385,-6.67075,-5.45124,25.7705
3.39,-6.60978,-5.46499,25.6088
3.395,-6.55254,-5.48364,25.4479
3.4,-6.49909,-5.50707,25.2883
3.405,-6.44949,-5.53516,25.13
3.41,-6.40378,-5.56779,24.9735
3.415,-6.36198,-5.60484,24.8188
3.42,-6.32412,-5.6462,24.6661
3.425,-6.29022,-5.69176,24.5158
3.43,-6.2603,-5.74144,24.3679
3.435,-6.23436,-5.79512,24.2227
3.44,-6.21239,-5.85271,24.0804
3.445,-6.19441,-5.91414,23.9411
3.45,-6.1804,-5.97931,23.8051
3.455,-6.17034,-6.04814,23.6725
3.46,-6.16423,-6.12056,23.5434
3.465,-6.16205,-6.19649,23.4182
3.47,-6.16377,-6.27587,23.2968
3.475,-6.16938,-6.35861,23.1796
3.48,-6.17884,-6.44467,23.0667
3.485,-6.19213,-6.53396,22.9583
3.49,-6.20922,-6.62643,22.8544
3.495,-6.23008,-6.722,22.7554
3.5,-6.25468,-6.82061,22.6614
3.505,-6.28297,-6.92219,22.5726
3.51,-6.31493,-7.02666,22.4891
3.515,-6.35052,-7.13396,22.4111
3.52,-6.38969,-7.244,22.3388
3.525,-6.43241,-7.3567,22.2724
3.53,-6.47862,-7.47197,22.212
3.535,-6.52829,-7.5897,22.1579
3.54,-6.58136,-7.70981,22.1102
3.545,-6.63778,-7.83217,22.0691
3.55,-6.6975,-7.95666,22.0348
3.555,-6.76046,-8.08315,22.0074
3.56,-6.82659,-8.21149,21.9872
3.565,-6.89584,-8.34154,21.9743
3.57,-6.96812,-8.47311,21.969
3.575,-7.04337,-8.60603,21.9713
3.58,-7.12151,-8.74009,21.9814
3.585,-7.20244,-8.87509,21.9995
3.59,-7.28607,-9.0108,22.0258
3.595,-7.37231,-9.14696,22.0604
3.6,-7.46104,-9.2833,22.1034
3.605,-7.55215,-9.41955,22.155
3.61,-7.64552,-9.55541,22.2153
3.615,-7.74102,-9.69054,22.2844
3.62,-7.83849,-9.8246,22.3623
3.625,-7.9378,-9.95724,22.4492
3.63,-8.03877,-10.0881,22.5451
3.635,-8.14123,-10.2167,22.65
3.64,-8.24501,-10.3427,22.7638
3.645,-8.34989,-10.4656,22.8867
3.65,-8.45568,-10.585,23.0185
3.655,-8.56214,-10.7004,23.1591
3.66,-8.66906,-10.8113,23.3084
3.665,-8.77617,-10.9173,23.4662
3.67,-8.88323,-11.0178,23.6324
3.675,-8.98995,-11.1123,23.8067
3.68,-9.09607,-11.2002,23.9888
3.685,-9.20128,-11.2812,24.1783
3.69,-9.30527,-11.3546,24.3749
3.695,-9.40774,-11.42,24.5782
3.7,-9.50835,-11.4768,24.7877
3.705,-9.60677,-11.5246,25.0028
3.71,-9.70266,-11.5629,25.223
3.715,-9.79567,-11.5913,25.4477
3.72,-9.88545,-11.6094,25.6761
3.725,-9.97165,-11.6167,25.9075
3.73,-10.0539,-11.6131,26.1413
3.735,-10.1319,-11.5982,26.3765
3.74,-10.2052,-11.5718,26.6124
3.745,-10.2735,-11.5337,26.848
3.75,-10.3365,-11.4839,27.0825
3.755,-10.3939,-11.4222,27.3149
3.76,-10.4453,-11.3487,27.5443
3.765,-10.4905,-11.2635,27.7698
3.77,-10.5291,-11.1668,27.9903
3.775,-10.561,-11.0589,28.205
3.78,-10.5859,-10.94,28.4129
3.785,-10.6036,-10.8105,28.6131
3.79,-10.614,-10.6709,28.8048
3.795,-10.6168,-10.5218,28.987
3.8,-10.6121,-10.3637,29.159
3.805,-10.5996,-10.1973,29.3202
3.81,-10.5795,-10.0233,29.4697
3.815,-10.5517,-9.84259,29.6069
3.82,-10.5163,-9.65584,29.7315
3.825,-10.4732,-9.46393,29.8428
3.83,-10.4228,-9.26775,29.9404
3.835,-10.365,-9.06817,30.0242
3.84,-10.3002,-8.8661,30.0938
3.845,-10.2285,-8.66244,30.1492
3.85,-10.1502,-8.45807,30.1902
3.855,-10.0656,-8.25387,30.217
3.86,-9.97498,-8.0507,30.2295
3.865,-9.87876,-7.84938,30.2279
3.87,-9.77729,-7.65069,30.2126
3.875,-9.67096,-7.45538,30.1838
3.88,-9.56018,-7.26415,30.1418
3.885,-9.44538,-7.07765,30.0872
3.89,-9.327,-6.89646,30.0203
3.895,-9.20547,-6.72113,29.9416
3.9,-9.08125,-6.55213,29.8518
3.905,-8.9548,-6.38988,29.7512
3.91,-8.82655,-6.23475,29.6407
3.915,-8.69696,-6.08704,29.5206
3.92,-8.56647,-5.94699,29.3917
3.925,-8.43549,-5.81482,29.2545
3.93,-8.30446,-5.69065,29.1097
3.935,-8.17377,-5.5746,28.9579
3.94,-8.04381,-5.46671,28.7996
3.945,-7.91495,-5.367,28.6355
3.95,-7.78756,-5.27544,28.4661
3.955,-7.66195,-5.19198,28.2919
3.96,-7.53845,-5.11653,28.1136
3.965,-7.41736,-5.04897,27.9316
3.97,-7.29894,-4.98917,27.7464
3.975,-7.18345,-4.93699,27.5586
3.98,-7.07113,-4.89224,27.3684
3.985,-6.96218,-4.85475,27.1765
3.99,-6.85681,-4.82433,26.9831
3.995,-6.75519,-4.80079,26.7888
4,-6.65747,-4.78392,26.5937
4.005,-6.56379,-4.77353,26.3984
4.01,-6.47428,-4.7694,26.2031
4.015,-6.38903,-4.77135,26.0081
4.02,-6.30815,-4.77918,25.8137
4.025,-6.2317,-4.7927,25.6203
4.03,-6.15975,-4.81173,25.428
4.035,-6.09235,-4.83608,25.2372
4.04,-6.02954,-4.8656,25.048
4.045,-5.97134,-4.90012,24.8607
4.05,-5.91778,-4.93949,24.6755
4.055,-5.86886,-4.98358,24.4927
4.06,-5.8246,-5.03223,24.3124
4.065,-5.78498,-5.08534,24.1347
4.07,-5.75,-5.14279,23.96
4.075,-5.71964,-5.20448,23.7884
4.08,-5.69388,-5.2703,23.6201
4.085,-5.6727,-5.34017,23.4552
4.09,-5.65608,-5.41402,23.2939
4.095,-5.64397,-5.49176,23.1365
4.1,-5.63636,-5.57333,22.9829
4.105,-5.63321,-5.65867,22.8336
4.11,-5.63448,-5.74773,22.6885
4.115,-5.64015,-5.84045,22.5479
4.12,-5.65016,-5.9368,22.412
4.125,-5.66449,-6.03673,22.2809
4.13,-5.6831,-6.14021,22.1548
4.135,-5.70596,-6.24719,22.0339
4.14,-5.73302,-6.35763,21.9183
4.145,-5.76425,-6.47151,21.8083
4.15,-5.79961,-6.58879,21.704
4.155,-5.83907,-6.70941,21.6057
4.16,-5.88259,-6.83336,21.5135
4.165,-5.93013,-6.96056,21.4277
4.17,-5.98165,-7.09098,21.3483
4.175,-6.03712,-7.22456,21.2758
4.18,-6.09649,-7.36122,21.2102
4.185,-6.15973,-7.50091,21.1518
4.19,-6.22678,-7.64352,21.1008
4.195,-6.29762,-7.78897,21.0574
4.2,-6.37219,-7.93715,21.0219
4.205,-6.45044,-8.08793,20.9945
4.21,-6.53231,-8.24118,20.9754
4.215,-6.61775,-8.39675,20.9649
4.22,-6.7067,-8.55446,20.9632
4.225,-6.79909,-8.71412,20.9706
4.23,-6.89484,-8.87552,20.9872
4.235,-6.99388,-9.03843,21.0133
4.24,-7.0961,-9.20259,21.0492
4.245,-7.20143,-9.36771,21.0951
4.25,-7.30974,-9.53349,21.1511
4.255,-7.42093,-9.69959,21.2175
4.26,-7.53486,-9.86565,21.2945
4.265,-7.6514,-10.0313,21.3823
4.27,-7.7704,-10.196,21.481
4.275,-7.89168,-10.3595,21.5907
4.28,-8.01507,-10.5211,21.7116
4.285,-8.14037,-10.6805,21.8437
4.29,-8.26738,-10.8369,21.9872
4.295,-8.39585,-10.9899,22.142
4.3,-8.52556,-11.1389,22.3081
4.305,-8.65623,-11.2832,22.4855
4.31,-8.78758,-11.4222,22.6741
4.315,-8.91931,-11.5552,22.8736
4.32,-9.0511,-11.6814,23.0839
4.325,-9.18262,-11.8002,23.3048
4.33,-9.3135,-11.9109,23.5359
4.335,-9.44337,-12.0127,23.7767
4.34,-9.57184,-12.1048,24.0269
4.345,-9.69848,-12.1866,24.2859
4.35,-9.82289,-12.2572,24.553
4.355,-9.94461,-12.3161,24.8276
4.36,-10.0632,-12.3626,25.109
4.365,-10.1782,-12.3959,25.3962
4.37,-10.289,-12.4155,25.6885
4.375,-10.3954,-12.4209,25.9847
4.38,-10.4966,-12.4116,26.2838
4.385,-10.5924,-12.3871,26.5848
4.39,-10.6821,-12.3472,26.8863
4.395,-10.7654,-12.2915,27.1873
4.4,-10.8417,-12.22,27.4864
4.405,-10.9106,-12.1325,27.7824
4.41,-10.9717,-12.0292,28.0738
4.415,-11.0246,-11.9101,28.3594
4.42,-11.0689,-11.7756,28.6378
4.425,-11.1042,-11.6261,28.9077
4.43,-11.1303,-11.4621,29.1677
4.435,-11.1469,-11.2841,29.4167
4.44,-11.1537,-11.093,29.6534
4.445,-11.1507,-10.8896,29.8767
4.45,-11.1376,-10.6747,30.0854
4.455,-11.1145,-10.4495,30.2788
4.46,-11.0813,-10.2151,30.4558
4.465,-11.0379,-9.97253,30.6157
4.47,-10.9847,-9.72312,30.7578
4.475,-10.9216,-9.46812,30.8818
4.48,-10.8489,-9.2088,30.987
4.485,-10.7669,-8.94648,31.0734
4.49,-10.6759,-8.68246,31.1407
4.495,-10.5762,-8.41802,31.189
4.5,-10.4683,-8.15441,31.2183
4.505,-10.3526,-7.89285,31.2288
4.51,-10.2296,-7.63449,31.221
4.515,-10.0999,-7.38042,31.1952
4.52,-9.9639,-7.13166,31.152
4.525,-9.82229,-6.88915,31.0919
4.53,-9.67563,-6.65374,31.0157
4.535,-9.52454,-6.4262,30.9241
4.54,-9.36962,-6.2072,30.8178
4.545,-9.2115,-5.99731,30.6977
4.55,-9.05079,-5.79701,30.5646
4.555,-8.8881,-5.60672,30.4194
4.56,-8.72403,-5.42672,30.263
4.565,-8.55917,-5.25726,30.0962
4.57,-8.39407,-5.09847,29.9199
4.575,-8.22929,-4.95043,29.7349
4.58,-8.06535,-4.81314,29.5422
4.585,-7.90274,-4.68656,29.3424
4.59,-7.74193,-4.57057,29.1363
4.595,-7.58336,-4.46502,28.9248
4.6,-7.42744,-4.36972,28.7084
4.605,-7.27456,-4.28443,28.4879
4.61,-7.12505,-4.20888,28.2639
4.615,-6.97924,-4.14281,28.037
4.62,-6.83742,-4.08591,27.8077
4.625,-6.69985,-4.03787,27.5766
4.63,-6.56675,-3.99836,27.3442
4.635,-6.43833,-3.96707,27.1109
4.64,-6.31476,-3.94366,26.8771
4.645,-6.19621,-3.92782,26.6433
4.65,-6.08279,-3.91924,26.4097
4.655,-5.97461,-3.91759,26.1768
4.66,-5.87176,-3.9226,25.9448
4.665,-5.7743,-3.93396,25.714
4.67,-5.68229,-3.95142,25.4848
4.675,-5.59574,-3.97471,25.2572
4.68,-5.51469,-4.0036,25.0317
4.685,-5.43914,-4.03785,24.8083
4.69,-5.36907,-4.07727,24.5874
4.695,-5.30448,-4.12165,24.369
4.7,-5.24534,-4.17082,24.1534
4.705,-5.19162,-4.22463,23.9407
4.71,-5.14327,-4.28292,23.7312
4.715,-5.10025,-4.34557,23.5249
4.72,-5.06251,-4.41246,23.322
4.725,-5.03001,-4.48349,23.1228
4.73,-5.00269,-4.55859,22.9272
4.735,-4.98048,-4.63767,22.7356
4.74,-4.96334,-4.72068,22.5479
4.745,-4.95121,-4.80756,22.3644
4.75,-4.94402,-4.89828,22.1852
4.755,-4.94174,-4.99281,22.0105
4.76,-4.94429,-5.09113,21.8404
4.765,-4.95163,-5.19322,21.6751
4.77,-4.96371,-5.29909,21.5147
4.775,-4.98048,-5.40874,21.3593
4.78,-5.00189,-5.52216,21.2092
4.785,-5.02791,-5.63937,21.0645
4.79,-5.05848,-5.76039,20.9254
4.795,-5.09358,-5.88523,20.7921
4.8,-5.13316,-6.01391,20.6648
4.805,-5.1772,-6.14644,20.5436
4.81,-5.22566,-6.28283,20.4288
4.815,-5.27852,-6.42311,20.3206
4.82,-5.33575,-6.56729,20.2191
4.825,-5.39732,-6.71535,20.1248
4.83,-5.46323,-6.86732,20.0377
4.835,-5.53343,-7.02316,19.9581
4.84,-5.60792,-7.18288,19.8863
4.845,-5.68666,-7.34643,19.8225
4.85,-5.76965,-7.51378,19.7671
4.855,-5.85686,-7.68486,19.7203
4.86,-5.94826,-7.85962,19.6824
4.865,-6.04383,-8.03796,19.6537
4.87,-6.14353,-8.21976,19.6346
4.875,-6.24735,-8.40491,19.6253
4.88,-6.35522,-8.59325,19.6262
4.885,-6.46712,-8.78459,19.6375
4.89,-6.583,-8.97874,19.6598
4.895,-6.70279,-9.17545,19.6932
4.9,-6.82642,-9.37445,19.7381
4.905,-6.95382,-9.57545,19.7949
4.91,-7.0849,-9.77808,19.8639
4.915,-7.21956,-9.98199,19.9454
4.92,-7.35768,-10.1867,20.0398
4.925,-7.49913,-10.3919,20.1474
4.93,-7.64377,-10.5968,20.2684
4.935,-7.79142,-10.8011,20.4031
4.94,-7.94191,-11.0041,20.5519
4.945,-8.09502,-11.2051,20.7148
4.95,-8.25053,-11.4035,20.8922
4.955,-8.40817,-11.5985,21.084
4.96,-8.56769,-11.7892,21.2905
4.965,-8.72876,-11.9748,21.5117
4.97,-8.89107,-12.1545,21.7475
4.975,-9.05424,-12.3272,21.9978
4.98,-9.21789,-12.492,22.2626
4.985,-9.38159,-12.6479,22.5415
4.99,-9.54491,-12.7938,22.8342
4.995,-9.70735,-12.9286,23.1404
5,-9.86842,-13.0513,23.4593
5.005,-10.0276,-13.1608,23.7905
5.01,-10.1842,-13.2559,24.1332
5.015,-10.3378,-13.3356,24.4864
5.02,-10.4877,-13.3988,24.8492
5.025,-10.6333,-13.4446,25.2205
5.03,-10.7738,-13.472,25.5991
5.035,-10.9087,-13.4801,25.9835
5.04,-11.0373,-13.4682,26.3723
5.045,-11.1588,-13.4355,26.7639
5.05,-11.2727,-13.3815,27.1567
5.055,-11.3781,-13.3057,27.5488
5.06,-11.4745,-13.208,27.9385
5.065,-11.5612,-13.0881,28.3237
5.07,-11.6375,-12.9461,28.7026
5.075,-11.703,-12.7823,29.0732
5.08,-11.7569,-12.5971,29.4336
5.085,-11.7989,-12.3911,29.7816
5.09,-11.8285,-12.165,30.1155
5.095,-11.8454,-11.9199,30.4335
5.1,-11.8491,-11.657,30.7337
5.105,-11.8395,-11.3775,31.0145
5.11,-11.8164,-11.083,31.2745
5.115,-11.7797,-10.775,31.5123
5.12,-11.7295,-10.4553,31.7268
5.125,-11.6658,-10.1259,31.9169
5.13,-11.5888,-9.78843,32.082
5.135,-11.4988,-9.44501,32.2214
5.14,-11.3961,-9.09759,32.3348
5.145,-11.2811,-8.74812,32.4221
5.15,-11.1545,-8.39854,32.4832
5.155,-11.0167,-8.05074,32.5185
5.16,-10.8684,-7.7065,32.5284
5.165,-10.7103,-7.36755,32.5135
5.17,-10.5432,-7.03545,32.4745
5.175,-10.3678,-6.71168,32.4124
5.18,-10.185,-6.39755,32.3282
5.185,-9.9956,-6.09422,32.2229
5.19,-9.80054,-5.80272,32.0979
5.195,-9.60064,-5.5239,31.9542
5.2,-9.39681,-5.25846,31.7933
5.205,-9.18989,-5.00696,31.6165
5.21,-8.98074,-4.7698,31.425
5.215,-8.7702,-4.54725,31.2202
5.22,-8.55905,-4.33945,31.0033
5.225,-8.34807,-4.14643,30.7757
5.23,-8.13799,-3.9681,30.5384
5.235,-7.92949,-3.80429,30.2927
5.24,-7.72323,-3.65472,30.0396
5.245,-7.51981,-3.51907,29.7802
5.25,-7.31977,-3.39694,29.5154
5.255,-7.12363,-3.28789,29.2462
5.26,-6.93184,-3.19145,28.9734
5.265,-6.74482,-3.10709,28.6977
5.27,-6.56294,-3.0343,28.4198
5.275,-6.3865,-2.97254,28.1405
5.28,-6.21581,-2.92126,27.8602
5.285,-6.05108,-2.87992,27.5795
5.29,-5.89252,-2.84799,27.2989
5.295,-5.74029,-2.82494,27.0188
5.3,-5.59453,-2.81027,26.7397
5.305,-5.45531,-2.8035,26.4618
5.31,-5.32272,-2.80417,26.1854
5.315,-5.1968,-2.81183,25.9109
5.32,-5.07755,-2.82607,25.6385
5.325,-4.96497,-2.8465,25.3684
5.33,-4.85905,-2.87278,25.1008
5.335,-4.75974,-2.90455,24.8359
5.34,-4.66698,-2.94153,24.5739
5.345,-4.5807,-2.98344,24.3149
5.35,-4.50084,-3.03002,24.059
5.355,-4.4273,-3.08105,23.8064
5.36,-4.35999,-3.13634,23.5572
5.365,-4.29881,-3.19572,23.3115
5.37,-4.24365,-3.25902,23.0693
5.375,-4.19442,-3.32612,22.8309
5.38,-4.151,-3.39693,22.5962
5.385,-4.1133,-3.47134,22.3655
5.39,-4.0812,-3.5493,22.1387
5.395,-4.05461,-3.63076,21.9159
5.4,-4.03342,-3.71567,21.6973
5.405,-4.01753,-3.80404,21.4829
5.41,-4.00685,-3.89584,21.2729
5.415,-4.0013,-3.9911,21.0673
5.42,-4.00079,-4.08984,20.8663
5.425,-4.00525,-4.19209,20.6699
5.43,-4.01459,-4.29789,20.4782
5.435,-4.02875,-4.40732,20.2914
5.44,-4.04768,-4.52042,20.1097
5.445,-4.07132,-4.63726,19.933
5.45,-4.09961,-4.75794,19.7617
5.455,-4.13253,-4.88252,19.5957
5.46,-4.17003,-5.0111,19.4353
5.465,-4.21208,-5.14377,19.2806
5.47,-4.25867,-5.28062,19.1319
5.475,-4.30977,-5.42176,18.9893
5.48,-4.36536,-5.56727,18.8529
5.485,-4.42546,-5.71726,18.723
5.49,-4.49005,-5.87182,18.5999
5.495,-4.55914,-6.03104,18.4837
5.5,-4.63273,-6.19502,18.3748
5.505,-4.71085,-6.36384,18.2733
5.51,-4.7935,-6.53757,18.1795
5.515,-4.8807,-6.71629,18.0938
5.52,-4.97248,-6.90005,18.0165
5.525,-5.06886,-7.0889,17.9478
5.53,-5.16986,-7.28288,17.8882
5.535,-5.27551,-7.482,17.8379
5.54,-5.38584,-7.68626,17.7974
5.545,-5.50086,-7.89565,17.7671
5.55,-5.6206,-8.11012,17.7474
5.555,-5.74507,-8.32959,17.7387
5.56,-5.8743,-8.55398,17.7414
5.565,-6.00828,-8.78315,17.7561
5.57,-6.14703,-9.01693,17.7832
5.575,-6.29052,-9.25513,17.8232
5.58,-6.43875,-9.49748,17.8767
5.585,-6.59169,-9.74371,17.9441
5.59,-6.74929,-9.99346,18.026
5.595,-6.9115,-10.2463,18.1229
5.6,-7.07824,-10.5019,18.2353
5.605,-7.24942,-10.7596,18.3639
5.61,-7.42493,-11.0188,18.509
5.615,-7.60462,-11.2789,18.6713
5.62,-7.78834,-11.5392,18.8512
5.625,-7.97588,-11.7988,19.0492
5.63,-8.16703,-12.0569,19.2658
5.635,-8.36152,-12.3125,19.5012
5.64,-8.55907,-12.5644,19.756
5.645,-8.75934,-12.8116,20.0303
5.65,-8.96195,-13.0528,20.3243
5.655,-9.16649,-13.2867,20.6382
5.66,-9.3725,-13.5118,20.972
5.665,-9.57947,-13.7267,21.3255
5.67,-9.78683,-13.9299,21.6987
5.675,-9.99398,-14.1197,22.091
5.68,-10.2003,-14.2944,22.502
5.685,-10.405,-14.4523,22.931
5.69,-10.6073,-14.5917,23.3772
5.695,-10.8066,-14.7109,23.8394
5.7,-11.0018,-14.8081,24.3164
5.705,-11.1921,-14.8817,24.8067
5.71,-11.3766,-14.93,25.3088
5.715,-11.5542,-14.9516,25.8206
5.72,-11.7241,-14.945,26.3401
5.725,-11.8852,-14.9089,26.865
5.73,-12.0363,-14.8424,27.3927
5.735,-12.1766,-14.7446,27.9207
5.74,-12.305,-14.6148,28.4462
5.745,-12.4205,-14.4527,28.9661
5.75,-12.5221,-14.2584,29.4774
5.755,-12.609,-14.032,29.9771
5.76,-12.6801,-13.7741,30.462
5.765,-12.7348,-13.4858,30.9292
5.77,-12.7724,-13.1681,31.3755
5.775,-12.7921,-12.8229,31.7981
5.78,-12.7937,-12.4519,32.1943
5.785,-12.7766,-12.0573,32.5615
5.79,-12.7406,-11.6418,32.8976
5.795,-12.6857,-11.2079,33.2006
5.8,-12.6118,-10.7585,33.4688
5.805,-12.5191,-10.2968,33.701
5.81,-12.408,-9.82589,33.8962
5.815,-12.2789,-9.34892,34.0538
5.82,-12.1324,-8.8691,34.1738
5.825,-11.9692,-8.38958,34.2561
5.83,-11.7903,-7.91338,34.3015
5.835,-11.5964,-7.44339,34.3106
5.84,-11.3888,-6.98228,34.2847
5.845,-11.1684,-6.53255,34.2252
5.85,-10.9366,-6.09642,34.1336
5.855,-10.6946,-5.67585,34.0119
5.86,-10.4437,-5.27252,33.8619
5.865,-10.1851,-4.88784,33.6858
5.87,-9.92027,-4.52292,33.4855
5.875,-9.6504,-4.17862,33.2634
5.88,-9.37681,-3.8555,33.0215
5.885,-9.10075,-3.55391,32.762
5.89,-8.82341,-3.27395,32.4869
5.895,-8.54593,-3.01552,32.1982
5.9,-8.26941,-2.77832,31.8977
5.905,-7.99486,-2.56193,31.5873
5.91,-7.72321,-2.36574,31.2685
5.915,-7.45534,-2.18908,30.943
5.92,-7.19203,-2.03116,30.612
5.925,-6.93398,-1.89111,30.2769
5.93,-6.68184,-1.76805,29.9387
5.935,-6.43615,-1.66103,29.5986
5.94,-6.19739,-1.5691,29.2574
5.945,-5.96598,-1.4913,28.916
5.95,-5.74224,-1.42669,28.5749
5.955,-5.52647,-1.37434,28.2349
5.96,-5.31886,-1.33335,27.8964
5.965,-5.11958,-1.30284,27.5599
5.97,-4.92875,-1.282,27.2258
5.975,-4.74641,-1.27002,26.8943
5.98,-4.57259,-1.26618,26.5659
5.985,-4.40727,-1.26977,26.2406
5.99,-4.25039,-1.28016,25.9187
5.995,-4.10188,-1.29674,25.6004
6,-3.96163,-1.31896,25.2856
6.005,-3.82949,-1.34632,24.9746
6.01,-3.70533,-1.37837,24.6674
6.015,-3.58899,-1.4147,24.364
6.02,-3.48027,-1.45493,24.0646
6.025,-3.379,-1.49873,23.769
6.03,-3.28499,-1.54583,23.4774
6.035,-3.19803,-1.59595,23.1898
6.04,-3.11793,-1.6489,22.9061
6.045,-3.04448,-1.70448,22.6264
6.05,-2.97748,-1.76253,22.3506
6.055,-2.91673,-1.82294,22.0789
6.06,-2.86204,-1.88559,21.8111
6.065,-2.81322,-1.95042,21.5472
6.07,-2.77008,-2.01736,21.2874
6.075,-2.73244,-2.0864,21.0315
6.08,-2.70014,-2.15751,20.7796
6.085,-2.67301,-2.2307,20.5316
6.09,-2.65089,-2.306,20.2877
6.095,-2.63365,-2.38344,20.0478
6.1,-2.62114,-2.46307,19.8118
6.105,-2.61323,-2.54496,19.58
6.11,-2.60982,-2.62919,19.3522
6.115,-2.61079,-2.71584,19.1284
6.12,-2.61604,-2.80501,18.9088
6.125,-2.62549,-2.89682,18.6934
6.13,-2.63906,-2.99138,18.4822
6.135,-2.65667,-3.08882,18.2752
6.14,-2.67828,-3.18927,18.0726
6.145,-2.70383,-3.29287,17.8743
6.15,-2.73328,-3.39978,17.6805
6.155,-2.76661,-3.51015,17.4913
6.16,-2.80378,-3.62413,17.3066
6.165,-2.8448,-3.7419,17.1266
6.17,-2.88966,-3.86363,16.9515
6.175,-2.93835,-3.98949,16.7813
6.18,-2.99091,-4.11968,16.6162
6.185,-3.04735,-4.25436,16.4562
6.19,-3.1077,-4.39375,16.3016
6.195,-3.172,-4.53801,16.1526
6.2,-3.2403,-4.68736,16.0092
6.205,-3.31266,-4.84199,15.8717
6.21,-3.38912,-5.00211,15.7402
6.215,-3.46977,-5.1679,15.6151
6.22,-3.55468,-5.33957,15.4966
6.225,-3.64392,-5.51733,15.3849
6.23,-3.73759,-5.70137,15.2803
6.235,-3.83578,-5.89188,15.1831
6.24,-3.93859,-6.08906,15.0936
6.245,-4.04611,-6.29308,15.0123
6.25,-4.15846,-6.50414,14.9394
6.255,-4.27574,-6.72238,14.8755
6.26,-4.39808,-6.94798,14.8209
6.265,-4.52557,-7.18106,14.776
6.27,-4.65834,-7.42176,14.7415
6.275,-4.79652,-7.67017,14.7178
6.28,-4.9402,-7.92638,14.7055
6.285,-5.08951,-8.19043,14.7053
6.29,-5.24455,-8.46235,14.7176
6.295,-5.40544,-8.74212,14.7433
6.3,-5.57228,-9.02967,14.783
6.305,-5.74515,-9.32491,14.8374
6.31,-5.92413,-9.62766,14.9075
6.315,-6.10931,-9.93771,14.9939
6.32,-6.30073,-10.2548,15.0975
6.325,-6.49843,-10.5785,15.2193
6.33,-6.70243,-10.9084,15.3601
6.335,-6.91273,-11.2439,15.5209
6.34,-7.12929,-11.5844,15.7025
6.345,-7.35204,-11.9292,15.9061
6.35,-7.5809,-12.2774,16.1326
6.355,-7.81573,-12.6279,16.3828
6.36,-8.05634,-12.9797,16.6579
6.365,-8.30251,-13.3314,16.9586
6.37,-8.55395,-13.6816,17.2859
6.375,-8.81033,-14.0286,17.6406
6.38,-9.07125,-14.3708,18.0234
6.385,-9.33622,-14.7061,18.4349
6.39,-9.60472,-15.0324,18.8756
6.395,-9.8761,-15.3474,19.3458
6.4,-10.1497,-15.6486,19.8457
6.405,-10.4246,-15.9334,20.3752
6.41,-10.7001,-16.1991,20.9341
6.415,-10.975,-16.4426,21.5216
6.42,-11.2484,-16.661,22.1369
6.425,-11.519,-16.8512,22.7788
6.43,-11.7856,-17.0101,23.4457
6.435,-12.0469,-17.1345,24.1354
6.44,-12.3012,-17.2214,24.8457
6.445,-12.5472,-17.2678,25.5737
6.45,-12.7833,-17.2709,26.316
6.455,-13.0076,-17.2283,27.069
6.46,-13.2187,-17.1376,27.8286
6.465,-13.4146,-16.9972,28.5902
6.47,-13.5938,-16.8055,29.3491
6.475,-13.7543,-16.5619,30.1
6.48,-13.8947,-16.2659,30.8376
6.485,-14.0133,-15.9179,31.5565
6.49,-14.1085,-15.5191,32.2511
6.495,-14.179,-15.071,32.9158
6.5,-14.2236,-14.5763,33.5454
6.505,-14.2413,-14.0379,34.1348
6.51,-14.2311,-13.4597,34.6792
6.515,-14.1925,-12.846,35.1746
6.52,-14.1252,-12.2016,35.6172
6.525,-14.029,-11.532,36.004
6.53,-13.9042,-10.8428,36.3329
6.535,-13.7511,-10.1397,36.6022
6.54,-13.5705,-9.42883,36.8114
6.545,-13.3635,-8.71596,36.9603
6.55,-13.1311,-8.00686,37.0499
6.555,-12.8749,-7.30699,37.0816
6.56,-12.5965,-6.62146,37.0576
6.565,-12.2977,-5.95491,36.9805
6.57,-11.9806,-5.31145,36.8536
6.575,-11.6471,-4.69463,36.6804
6.58,-11.2995,-4.10741,36.4647
6.585,-10.9399,-3.55215,36.2106
6.59,-10.5705,-3.03057,35.922
6.595,-10.1935,-2.54387,35.6033
6.6,-9.81103,-2.09266,35.2582
6.605,-9.42511,-1.67709,34.8908
6.61,-9.03771,-1.29685,34.5046
6.615,-8.65067,-0.951243,34.1031
6.62,-8.26569,-0.639254,33.6896
6.625,-7.88437,-0.359588,33.2668
6.63,-7.50813,-0.110742,32.8374
6.635,-7.13826,0.108951,32.4037
6.64,-6.7759,0.301273,31.9678
6.645,-6.42204,0.468072,31.5313
6.65,-6.07754,0.611234,31.0959
6.655,-5.7431,0.732643,30.6627
6.66,-5.41931,0.834156,30.2328
6.665,-5.10664,0.917584,29.8071
6.67,-4.80543,0.984671,29.3863
6.675,-4.51592,1.03708,28.9708
6.68,-4.23827,1.0764,28.5611
6.685,-3.97254,1.1041,28.1575
6.69,-3.71871,1.12157,27.7601
6.695,-3.47669,1.13009,27.3691
6.7,-3.24635,1.13086,26.9846
6.705,-3.02749,1.12495,26.6064
6.71,-2.81987,1.11337,26.2346
6.715,-2.62321,1.09701,25.8691
6.72,-2.4372,1.07669,25.5098
6.725,-2.2615,1.05315,25.1566
6.73,-2.09577,1.02704,24.8092
